SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,3973 Clay St,San Francisco,CA,94118,2200000,3,2.25,Presidio Heights,2380,,1911,4,924,,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/3973-Clay-St-94118/home/113729623,San Francisco MLS,463000,N,Y,37.7873907,-122.4586732
MLS Listing,,Condo/Co-op,1456 Chestnut St #3,San Francisco,CA,94123,2925000,3,2.0,Marina,,,2013,4,,459,Active,,,http://www.redfin.com/CA/San-Francisco/1456-Chestnut-St-94123/unit-3/home/44655807,San Francisco MLS,463495,N,Y,37.8021301,-122.427363
MLS Listing,,Condo/Co-op,1450 Post St #1102,San Francisco,CA,94109,375000,1,1.0,Lower Pacific Height,540,,1992,4,694,4109,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-1102/home/144028935,San Francisco MLS,463467,N,Y,37.7863606,-122.4258197
MLS Listing,,Single Family Residential,3756 22nd St,San Francisco,CA,94114,4700000,5,4.0,Noe Valley,3810,2848,,4,1234,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/3756-22nd-St-94114/home/1221291,San Francisco MLS,463705,N,Y,37.754937,-122.431119
MLS Listing,,Multi-Family (5+ Unit),991-999 Valencia St,San Francisco,CA,94110,7800000,6,,Inner Mission,14080,4909,1900,4,554,,Active,,,http://www.redfin.com/CA/San-Francisco/999-Valencia-St-94110/home/144028921,San Francisco MLS,463673,N,Y,37.7570345,-122.42097
MLS Listing,,Condo/Co-op,2721 Franklin,San Francisco,CA,94123,2395000,3,2.5,Cow Hollow,,,,4,,150,Active,,,http://www.redfin.com/CA/San-Francisco/2721-Franklin-St-94123/home/144028698,San Francisco MLS,463698,N,Y,37.7996288,-122.4259028
MLS Listing,,Single Family Residential,350 Liberty St,San Francisco,CA,94114,4295000,5,3.0,Eureka Valley/Dolore,3958,2848,1925,4,1085,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/350-Liberty-St-94114/home/713243,San Francisco MLS,463054,N,Y,37.757466,-122.429117
MLS Listing,,Condo/Co-op,1750 Taylor St #405,San Francisco,CA,94133,7900000,3,4.5,Russian Hill,3380,,1964,4,2337,4006,Active,,,http://www.redfin.com/CA/San-Francisco/1750-Taylor-St-94133/unit-405/home/12400382,San Francisco MLS,463686,N,Y,37.7987361,-122.4130753
MLS Listing,,Townhouse,2405 Folsom St #4,San Francisco,CA,94110,1849000,3,3.5,Inner Mission,1844,,2008,4,1003,515,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2405-Folsom-St-94110/unit-4/home/12448872,San Francisco MLS,463525,N,Y,37.7586819,-122.4145482
MLS Listing,,Condo/Co-op,2295 Vallejo St #302,San Francisco,CA,94123,929000,1,1.0,Pacific Heights,775,,1975,4,1199,477,Active,,,http://www.redfin.com/CA/San-Francisco/2295-Vallejo-St-94123/unit-302/home/989961,San Francisco MLS,461995,N,Y,37.7950308,-122.434767
MLS Listing,,Condo/Co-op,188 Minna St Unit 24F,San Francisco,CA,94105,2800000,2,2.5,Yerba Buena,1527,,2005,5,1834,2259,Active,,,http://www.redfin.com/CA/San-Francisco/188-Minna-St-94105/unit-00024F/home/12330668,San Francisco MLS,463520,N,Y,37.78629,-122.401375
MLS Listing,,Condo/Co-op,830 Bay St,San Francisco,CA,94109,1200000,2,1.5,Russian Hill,1090,,,5,1101,176,Active,October-14-2017 04:00 PM,October-14-2017 05:30 PM,http://www.redfin.com/CA/San-Francisco/830-Bay-St-94109/home/537458,San Francisco MLS,461030,N,Y,37.804976,-122.420981
MLS Listing,,Single Family Residential,170 Bridgeview Dr,SAN FRANCISCO,CA,94124,1298000,6,5.0,SAN FRANCISCO,3662,3070,1964,5,354,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/170-Bridgeview-Dr-94124/home/1663052,MLSListings,ML81680816,N,Y,37.7354633,-122.3970316
MLS Listing,,Condo/Co-op,250 King St #522,San Francisco,CA,94107,1124888,2,2.0,Mission Bay,1126,,2004,6,999,885,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-000522/home/12401914,San Francisco MLS,463491,N,Y,37.7781311,-122.3932477
MLS Listing,,Condo/Co-op,325 China Basin St #410,San Francisco,CA,94158,1495000,2,2.0,Mission Bay,1392,,2008,6,1074,899,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/325-China-Basin-St-94158/unit-410/home/21965735,San Francisco MLS,463405,N,Y,37.7719368,-122.3874363
MLS Listing,,Condo/Co-op,645 Texas #502,San Francisco,CA,94107,1265000,2,2.0,Potrero Hill,906,,2017,6,1396,633,Active,,,http://www.redfin.com/CA/San-Francisco/645-Texas-St-94107/unit-502/home/144013597,San Francisco MLS,463674,N,Y,37.757934,-122.3944733
MLS Listing,,Condo/Co-op,56 Lower Ter,San Francisco,CA,94114,1295000,2,2.0,Corona Heights,1360,,1900,6,952,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/56-Lower-Ter-94114/home/1927765,San Francisco MLS,463533,N,Y,37.7632704,-122.441298
MLS Listing,,Multi-Family (2-4 Unit),635-637 20th Ave,San Francisco,CA,94121,2490000,4,3.0,Central Richmond,4240,4029,1923,6,587,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/637-20th-Ave-94121/home/1324462,San Francisco MLS,463651,N,Y,37.7758316,-122.479334
MLS Listing,,Single Family Residential,300 Salinas Ave,San Francisco,CA,94124,799000,3,1.0,Bayview Heights,1116,1873,1945,6,716,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/300-Salinas-Ave-94124/home/1679835,San Francisco MLS,463611,N,Y,37.7214928,-122.3991089
MLS Listing,,Multi-Family (2-4 Unit),206-208 Monterey Blvd,San Francisco,CA,94131,1788000,4,2.0,Sunnyside,1142,2495,1907,6,1566,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/208-Monterey-Blvd-94131/home/1249341,San Francisco MLS,463667,N,Y,37.7317491,-122.4400189
MLS Listing,,Condo/Co-op,499 33rd Ave #305,San Francisco,CA,94121,1389000,5,4.0,Outer Richmond,2397,,2004,6,579,666,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/499-33rd-Ave-94121/unit-305/home/968386,San Francisco MLS,463663,N,Y,37.7800251,-122.4934688
MLS Listing,,Single Family Residential,1035 Jamestown Ave,SAN FRANCISCO,CA,94124,599000,1,1.0,SAN FRANCISCO,570,2500,1918,7,1051,,Active,,,http://www.redfin.com/CA/San-Francisco/1035-Jamestown-Ave-94124/home/2027820,MLSListings,ML81680751,N,Y,37.7187078,-122.3943865
MLS Listing,,Single Family Residential,2730 44th Ave,San Francisco,CA,94116,999000,3,2.0,Outer Parkside,,2996,1951,7,,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2730-44th-Ave-94116/home/1847987,San Francisco MLS,463556,N,Y,37.735813,-122.5018547
MLS Listing,,Condo/Co-op,401 Harrison St Unit 38E,San Francisco,CA,94105,2698000,2,2.0,South Beach,,,2014,7,,1241,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-38E/home/112929048,San Francisco MLS,463394,N,Y,37.7865463,-122.3920492
MLS Listing,,Single Family Residential,2182 48th,San Francisco,CA,94116,898000,3,2.0,Outer Parkside,,,,7,,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2182-48th-Ave-94116/home/650938,San Francisco MLS,463658,N,Y,37.7457633,-122.5068256
MLS Listing,,Condo/Co-op,219 Brannan St Unit 9D,San Francisco,CA,94107,2300000,2,2.0,South Beach,1347,,,7,1707,1120,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-9D/home/114068078,San Francisco MLS,463657,N,Y,37.7830568,-122.3901601
MLS Listing,,Condo/Co-op,177 Townsend St #327,San Francisco,CA,94107,1159000,2,2.0,South Beach,,,2007,7,,690,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/177-Townsend-St-94107/unit-327/home/17304752,San Francisco MLS,463649,N,Y,37.7791091,-122.3919445
MLS Listing,,Condo/Co-op,2121 Laguna St #36,San Francisco,CA,94115,998000,2,2.0,Pacific Heights,,,,7,,825,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2121-Laguna-St-94115/unit-36/home/1963589,San Francisco MLS,463612,N,Y,37.7909547,-122.4294938
MLS Listing,,Multi-Family (2-4 Unit),18-20 Day St,San Francisco,CA,94110,1495000,4,2.0,Noe Valley,2650,2487,1929,7,564,,Active,,,http://www.redfin.com/CA/San-Francisco/20-Day-St-94110/home/1017467,San Francisco MLS,463632,N,Y,37.7433069,-122.4232311
MLS Listing,,Single Family Residential,183 Tucker Ave,SAN FRANCISCO,CA,94134,699000,2,2.0,SAN FRANCISCO,1608,2500,1918,7,435,,Active,October-14-2017 11:00 AM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/183-Tucker-Ave-94134/home/784630,MLSListings,ML81680711,N,Y,37.7162581,-122.4077317
MLS Listing,,Condo/Co-op,851 Indiana St #305,San Francisco,CA,94107,1049000,1,2.0,Central Waterfront,1101,,2009,7,953,511,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/851-Indiana-St-94107/unit-305/home/40138075,San Francisco MLS,463486,N,Y,37.7592339,-122.3910709
MLS Listing,,Condo/Co-op,900 Minnesota St #317,San Francisco,CA,94107,1249000,2,2.0,Central Waterfront,1333,,,7,937,534,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/900-Minnesota-St-94107/unit-317/home/40142895,San Francisco MLS,463487,N,Y,37.7597579,-122.3905701
MLS Listing,,Single Family Residential,1479 28th Ave,San Francisco,CA,94122,1399000,2,2.0,Central Sunset,1876,2996,1927,7,746,,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1479-28th-Ave-94122/home/630459,San Francisco MLS,463648,N,Y,37.7598172,-122.4867695
MLS Listing,,Condo/Co-op,108 Stanyan St,SAN FRANCISCO,CA,94118,1375000,2,2.0,SAN FRANCISCO,1428,3366,1939,7,963,150,Active,,,http://www.redfin.com/CA/San-Francisco/108-Stanyan-St-94118/home/1844371,MLSListings,ML81680708,N,Y,37.7797563,-122.4553689
MLS Listing,,Condo/Co-op,276 Funston St,San Francisco,CA,94118,1395000,3,2.0,Inner Richmond,,,1913,7,,500,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/276-Funston-Ave-94118/home/1795828,San Francisco MLS,463650,N,Y,37.7831158,-122.4716881
MLS Listing,,Condo/Co-op,502 Wisconsin St,San Francisco,CA,94107,998000,2,2.0,Potrero Hill,1050,,1978,7,950,768,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/502-Wisconsin-St-94107/home/735992,San Francisco MLS,463618,N,Y,37.760459,-122.399724
MLS Listing,,Condo/Co-op,2245 15th St,San Francisco,CA,94114,1295000,3,1.5,Duboce Triangle,1621,,,7,799,300,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2245-15th-St-94114/home/708181,San Francisco MLS,463643,N,Y,37.765554,-122.434249
MLS Listing,,Single Family Residential,6 Pinehurst Way,San Francisco,CA,94127,1098000,2,2.0,Mount Davidson Manor,1349,1968,1938,7,814,,Active,October-14-2017 02:00 PM,October-14-2017 04:30 PM,http://www.redfin.com/CA/San-Francisco/6-Pinehurst-Way-94127/home/1938995,San Francisco MLS,463518,N,Y,37.7268509,-122.4657483
MLS Listing,,Condo/Co-op,451 Kansas St #472,San Francisco,CA,94107,340372,1,1.0,Potrero Hill,700,,2007,7,486,490,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-000472/home/22892380,San Francisco MLS,463468,N,Y,37.7638443,-122.4029888
MLS Listing,,Condo/Co-op,101 Lombard St Unit 101W,San Francisco,CA,94111,1450000,2,2.0,North Waterfront,1255,,1983,7,1155,1224,Active,,,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-101W/home/144001146,San Francisco MLS,463171,N,Y,37.8035204,-122.4043894
MLS Listing,,Condo/Co-op,701 Minnesota St #118,San Francisco,CA,94107,799000,1,1.0,Central Waterfront,1191,,1900,7,671,472,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/701-Minnesota-St-94107/unit-118/home/12396534,San Francisco MLS,463645,N,Y,37.7615199,-122.3899997
MLS Listing,,Single Family Residential,948 Hampshire St,San Francisco,CA,94110,3495000,5,3.5,Inner Mission,3502,2495,1900,7,998,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/948-Hampshire-St-94110/home/1184475,San Francisco MLS,463584,N,Y,37.7568895,-122.4079133
MLS Listing,,Condo/Co-op,51 1/2 Alpine Ter,San Francisco,CA,94117,879000,2,1.0,Buena Vista Park,936,,1904,7,939,250,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/51-Alpine-Ter-94117/home/144000505,San Francisco MLS,463637,N,Y,37.7696226,-122.4377074
MLS Listing,,Condo/Co-op,516 29th St,San Francisco,CA,94131,1895000,3,2.0,Noe Valley,1980,,2002,7,957,250,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/516-29th-St-94131/home/865368,San Francisco MLS,463636,N,Y,37.7436409,-122.431671
MLS Listing,,Single Family Residential,151 Hearst Ave,San Francisco,CA,94131,895000,2,1.0,Sunnyside,,2809,1948,7,,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/151-Hearst-Ave-94131/home/1966828,San Francisco MLS,463604,N,Y,37.7305881,-122.4409286
MLS Listing,,Single Family Residential,804 Faxon Ave,San Francisco,CA,94112,1295000,3,2.0,Westwood Park,1615,4046,1921,7,802,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/804-Faxon-Ave-94112/home/1741800,San Francisco MLS,463629,N,Y,37.7278147,-122.4596477
MLS Listing,,Condo/Co-op,1325 Indiana St #209,San Francisco,CA,94107,839500,1,2.0,Central Waterfront,945,,2002,7,888,400,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1325-Indiana-St-94107/unit-209/home/864408,San Francisco MLS,463630,N,Y,37.7537043,-122.3902787
MLS Listing,,Condo/Co-op,14 Dearborn St,San Francisco,CA,94110,899000,2,1.0,Mission Dolores,,,,7,,350,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/14-Dearborn-St-94110/home/40118671,San Francisco MLS,463554,N,Y,37.7629256,-122.4232261
MLS Listing,,Condo/Co-op,5114 Diamond Hts Unit B,San Francisco,CA,94131,849000,2,2.0,Diamond Heights,1092,,1964,7,777,763,Active,,,http://www.redfin.com/CA/San-Francisco/5114-Diamond-Heights-Blvd-94131/unit-B/home/948758,San Francisco MLS,463628,N,Y,37.746843,-122.4414716
MLS Listing,,Single Family Residential,535 Orizaba Ave,San Francisco,CA,94132,1295000,3,3.0,Merced Heights,1828,2495,1962,7,708,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/535-Orizaba-Ave-94132/home/824105,San Francisco MLS,463469,N,Y,37.7186023,-122.4629019
MLS Listing,,Condo/Co-op,337 Clipper St,San Francisco,CA,94114,1350000,2,2.0,Noe Valley,1313,,1910,7,1028,300,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/337-Clipper-St-94114/home/1901837,San Francisco MLS,463470,N,Y,37.748735,-122.432452
MLS Listing,,Single Family Residential,225 Banks St,San Francisco,CA,94110,1295000,3,2.0,Bernal Heights,1634,1746,1907,7,793,,Active,October-14-2017 02:00 AM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/225-Banks-St-94110/home/1193772,San Francisco MLS,463627,N,Y,37.7398943,-122.4125782
MLS Listing,,Single Family Residential,1016 Munich St,San Francisco,CA,94112,838000,2,2.0,Crocker Amazon,940,2454,1923,7,891,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1016-Munich-St-94112/home/1990573,San Francisco MLS,463623,N,Y,37.7119081,-122.4339054
MLS Listing,,Condo/Co-op,8 Buchanan St #411,San Francisco,CA,94102,799000,1,1.0,Hayes Valley,657,,2014,7,1216,,Active,,,http://www.redfin.com/CA/San-Francisco/8-Buchanan-St-94102/unit-411/home/55267719,San Francisco MLS,463576,N,Y,37.7699869,-122.4264516
MLS Listing,,Single Family Residential,176 Banks St,San Francisco,CA,94110,1195000,2,1.0,Bernal Heights,,1746,1900,7,,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/176-Banks-St-94110/home/2025011,San Francisco MLS,463555,N,Y,37.7404943,-122.4128404
MLS Listing,,Condo/Co-op,1839 15th St #265,San Francisco,CA,94103,999000,2,1.0,Mission Dolores,965,,1983,7,1035,592,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1839-15th-St-94103/unit-265/home/1486898,San Francisco MLS,462014,N,Y,37.7654631,-122.4249772
MLS Listing,,Condo/Co-op,2999 California St #305,San Francisco,CA,94115,619000,1,1.0,Pacific Heights,615,,1929,7,1007,487,Active,,,http://www.redfin.com/CA/San-Francisco/2999-California-St-94115/unit-305/home/1000079,San Francisco MLS,463243,N,Y,37.7874582,-122.4435064
MLS Listing,,Single Family Residential,234 Eureka St,San Francisco,CA,94114,3495000,4,3.5,Eureka Valley/Dolore,2695,3123,1904,7,1297,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/234-Eureka-St-94114/home/1183502,San Francisco MLS,463613,N,Y,37.7584073,-122.4382549
MLS Listing,,Single Family Residential,613 Paris St,San Francisco,CA,94112,695000,2,1.0,Excelsior,1465,2500,1910,7,474,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/613-Paris-St-94112/home/898090,San Francisco MLS,461661,N,Y,37.7188481,-122.4368243
MLS Listing,,Condo/Co-op,3724 Cesar Chavez,San Francisco,CA,94110,695000,1,1.0,Noe Valley,626,,1900,7,1110,300,Active,October-14-2017 01:30 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/3724-Cesar-Chavez-St-94131/home/28890254,San Francisco MLS,463614,N,Y,37.7479548,-122.4230346
MLS Listing,,Condo/Co-op,1160 Mission St #1814,San Francisco,CA,94103,1275000,2,2.0,South of Market,1043,,2008,7,1222,790,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1814/home/17304439,San Francisco MLS,463479,N,Y,37.7783901,-122.412238
MLS Listing,,Multi-Family (5+ Unit),308 8th Ave,San Francisco,CA,94118,4475000,10,,Inner Richmond,9620,4229,1911,7,465,,Active,,,http://www.redfin.com/CA/San-Francisco/308-8th-Ave-94118/home/1324246,San Francisco MLS,463585,N,Y,37.782611,-122.466355
MLS Listing,,Multi-Family (2-4 Unit),608-610 Naples St,San Francisco,CA,94112,1750000,6,4.0,Excelsior,3637,2500,1980,7,481,,Active,,,http://www.redfin.com/CA/San-Francisco/610-Naples-St-94112/home/1448540,San Francisco MLS,463437,N,Y,37.7190976,-122.4326992
MLS Listing,,Single Family Residential,723 Foerster St,San Francisco,CA,94127,1095000,3,2.0,Miraloma Park,1343,3288,1960,7,815,,Active,October-13-2017 04:30 PM,October-13-2017 06:00 PM,http://www.redfin.com/CA/San-Francisco/723-Foerster-St-94127/home/1063448,San Francisco MLS,463572,N,Y,37.7342749,-122.449236
MLS Listing,,Condo/Co-op,42 Collins St,San Francisco,CA,94118,1650000,2,2.0,Jordan Park/Laurel Heights,1592,,1948,7,1036,350,Active,,,http://www.redfin.com/CA/San-Francisco/42-Collins-St-94118/home/920521,San Francisco MLS,463302,N,Y,37.785481,-122.449991
MLS Listing,,Single Family Residential,45 Santa Paula Ave,San Francisco,CA,94127,1600000,2,1.75,St. Francis Wood,1189,4085,1923,8,1346,162,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/45-Santa-Paula-Ave-94127/home/1944080,San Francisco MLS,463528,N,Y,37.7391484,-122.4631142
MLS Listing,,Single Family Residential,418 45th Ave,San Francisco,CA,94121,1595000,3,2.0,Outer Richmond,1640,3000,1908,8,973,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/418-45th-Ave-94121/home/1021870,San Francisco MLS,463608,N,Y,37.780635,-122.5060424
MLS Listing,,Single Family Residential,100 Maddux Ave,San Francisco,CA,94124,799000,3,1.0,Silver Terrace,1034,2273,1943,8,773,,Active,October-13-2017 04:30 PM,October-13-2017 06:00 PM,http://www.redfin.com/CA/San-Francisco/100-Maddux-Ave-94124/home/1519308,San Francisco MLS,463609,N,Y,37.7336302,-122.3988839
MLS Listing,,Condo/Co-op,1490 Ocean Ave #402,SAN FRANCISCO,CA,94112,1523608,3,2.0,SAN FRANCISCO,1318,,2017,8,1156,708,Active,,,http://www.redfin.com/CA/San-Francisco/1490-Ocean-Ave-94112/unit-402/home/113747133,MLSListings,ML81680590,N,Y,37.7245631,-122.4578145
MLS Listing,,Multi-Family (2-4 Unit),15-19 White St,San Francisco,CA,94109,1849000,6,3.0,Russian Hill,3099,1398,1912,8,597,,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/15-White-St-94109/home/1810786,San Francisco MLS,463605,N,Y,37.797509,-122.41969
MLS Listing,,Single Family Residential,317 Franconia St,San Francisco,CA,94110,1849000,3,3.0,Bernal Heights,2121,1750,1963,8,872,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/317-Franconia-St-94110/home/758074,San Francisco MLS,463092,N,Y,37.744612,-122.4075317
MLS Listing,,Single Family Residential,285 Teddy Ave,San Francisco,CA,94134,649000,2,1.0,Visitacion Valley,965,2500,1937,8,673,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/285-Teddy-Ave-94134/home/783203,San Francisco MLS,463225,N,Y,37.7148855,-122.4083287
MLS Listing,,Condo/Co-op,601 Van Ness Ave #1051,San Francisco,CA,94102,575000,1,1.0,Van Ness/Civic Center,533,,1982,8,1079,707,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1051/home/1926498,San Francisco MLS,463602,N,Y,37.7811165,-122.4213309
MLS Listing,,Condo/Co-op,4196 17th St,San Francisco,CA,94114,1449000,2,2.0,Corona Heights,,,1897,8,,300,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/4196-17th-St-94114/home/1612416,San Francisco MLS,463593,N,Y,37.7623703,-122.4393598
MLS Listing,,Single Family Residential,967 Goettingen St,San Francisco,CA,94134,799000,2,1.0,Visitacion Valley,836,2996,1952,8,956,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/967-Goettingen-St-94134/home/1993977,San Francisco MLS,463409,N,Y,37.720087,-122.4035599
MLS Listing,,Condo/Co-op,260 King St #267,San Francisco,CA,94107,659000,1,1.0,Mission Bay,699,,2004,8,943,728,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-267/home/12331141,San Francisco MLS,463599,N,Y,37.7772049,-122.3940134
MLS Listing,,Condo/Co-op,2735 Clay St #4,San Francisco,CA,94115,795000,1,1.0,Pacific Heights,,,1911,8,,164,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2735-Clay-St-94115/unit-4/home/28939910,San Francisco MLS,463598,N,Y,37.7900139,-122.4380294
MLS Listing,,Single Family Residential,46 Marcela Ave,San Francisco,CA,94116,1500000,4,3.0,Forest Hill,1935,4774,1929,8,775,46,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/46-Marcela-Ave-94116/home/679687,San Francisco MLS,463597,N,Y,37.7482351,-122.4610559
MLS Listing,,Condo/Co-op,581 Texas St,San Francisco,CA,94107,1288000,3,2.0,Potrero Hill,1437,,,8,896,250,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/581-Texas-St-94107/home/12402098,San Francisco MLS,463566,N,Y,37.759118,-122.394912
MLS Listing,,Condo/Co-op,400 Beale St #1105,San Francisco,CA,94105,849000,1,1.0,South Beach,828,,2002,8,1025,767,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-1105/home/1870453,San Francisco MLS,463583,N,Y,37.7870882,-122.3911279
MLS Listing,,Single Family Residential,425 Lake St,San Francisco,CA,94118,4375000,5,4.0,Lake,3620,3500,1909,8,1209,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/425-Lake-St-94118/home/1297509,San Francisco MLS,463391,N,Y,37.7865011,-122.4641406
MLS Listing,,Single Family Residential,14 Joy St,San Francisco,CA,94110,1398000,5,2.0,Bernal Heights,2225,1875,1910,8,628,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/14-Joy-St-94110/home/946887,San Francisco MLS,462454,N,Y,37.7439346,-122.4067664
MLS Listing,,Condo/Co-op,1228 Grove St #2,San Francisco,CA,94117,879000,2,1.0,Alamo Square,866,,1917,8,1015,350,Active,,,http://www.redfin.com/CA/San-Francisco/1228-Grove-St-94117/unit-2/home/1313752,San Francisco MLS,463481,N,Y,37.776307,-122.43691
MLS Listing,,Single Family Residential,2296 15th Ave,San Francisco,CA,94116,1699000,4,2.0,Inner Parkside,2000,2324,1927,8,850,,Active,,,http://www.redfin.com/CA/San-Francisco/2296-15th-Ave-94116/home/655134,San Francisco MLS,463492,N,Y,37.7452799,-122.4711784
