SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1109 Hampshire St,San Francisco,CA,94110,1395000,2,1.5,Inner Mission,,2495,1900,8,,,Active,,,http://www.redfin.com/CA/San-Francisco/1109-Hampshire-St-94110/home/736458,San Francisco MLS,463425,N,Y,37.7541598,-122.4071929
MLS Listing,,Multi-Family (2-4 Unit),4307-4309 20th St,San Francisco,CA,94114,2495000,5,3.0,Eureka Valley/Dolore,2800,2438,1915,8,891,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/4309-20th-St-94114/home/1782517,San Francisco MLS,463569,N,Y,37.7574364,-122.4360798
MLS Listing,,Single Family Residential,1809 Diamond St,San Francisco,CA,94131,2395000,5,3.5,Noe Valley,3340,5230,1975,8,717,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1809-Diamond-St-94131/home/843894,San Francisco MLS,463406,N,Y,37.7429599,-122.434833
MLS Listing,,Condo/Co-op,3044 Franklin St #302,San Francisco,CA,94123,1595000,3,2.0,Marina,1640,,1975,8,973,435,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/3044-Franklin-St-94123/unit-302/home/1634229,San Francisco MLS,463439,N,Y,37.802717,-122.426147
MLS Listing,,Single Family Residential,2865 A Bush St,San Francisco,CA,94115,2150000,3,3.5,Lower Pacific Height,2049,3781,1916,8,1049,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2865a-Bush-St-94115/home/143994671,San Francisco MLS,463562,N,Y,37.7855494,-122.4443382
MLS Listing,,Single Family Residential,2865 Bush St,San Francisco,CA,94115,2750000,3,2.5,Lower Pacific Height,2768,3781,1916,8,993,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2865-Bush-St-94115/unit-2865A/home/1358789,San Francisco MLS,463561,N,Y,37.785351,-122.444325
MLS Listing,,Condo/Co-op,72 Townsend St #904,San Francisco,CA,94107,2195000,2,2.5,South Beach,,,2015,8,,912,Active,October-14-2017 11:00 AM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-904/home/105836292,San Francisco MLS,463543,N,Y,37.7812595,-122.3902125
MLS Listing,,Single Family Residential,652 Duncan St,San Francisco,CA,94131,2950000,4,3.0,Noe Valley,2550,2221,1942,8,1157,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/652-Duncan-St-94131/home/802450,San Francisco MLS,463559,N,Y,37.7457635,-122.4348464
MLS Listing,,Condo/Co-op,555 4th St #618,San Francisco,CA,94107,1150000,2,2.0,South Beach,1161,,2006,8,991,667,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-618/home/22887278,San Francisco MLS,463557,N,Y,37.7790947,-122.3971378
MLS Listing,,Multi-Family (2-4 Unit),2610-2614 25th St,San Francisco,CA,94110,1498000,5,4.0,Inner Mission,3010,2500,1894,8,498,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2614-25th-St-94110/home/114078162,San Francisco MLS,463542,N,Y,37.7518321,-122.4047269
MLS Listing,,Single Family Residential,324 Peru Ave,San Francisco,CA,94112,799000,2,1.0,Excelsior,1100,1873,1926,8,726,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/324-Peru-Ave-94112/home/1576527,San Francisco MLS,462429,N,Y,37.727089,-122.426991
MLS Listing,,Condo/Co-op,201 Folsom St Unit 25A,San Francisco,CA,94105,2120000,2,2.0,South Beach,1367,,2017,8,1551,1093,Active,October-13-2017 11:00 AM,October-13-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-25A/home/143993997,San Francisco MLS,463550,N,Y,37.7886997,-122.39226
MLS Listing,,Single Family Residential,314 Felton St,San Francisco,CA,94134,848000,2,1.0,Portola,1350,1873,1947,8,628,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/314-Felton-St-94134/home/769014,San Francisco MLS,463547,N,Y,37.7293396,-122.4079422
MLS Listing,,Multi-Family (2-4 Unit),639-641 18th Ave,San Francisco,CA,94121,1795000,4,2.0,Central Richmond,3250,3000,1922,8,552,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/641-18th-Ave-94121/home/143993644,San Francisco MLS,463549,N,Y,37.7758756,-122.477177
MLS Listing,,Multi-Family (2-4 Unit),3466-3470 16th St,San Francisco,CA,94114,1850000,5,2.0,Eureka Valley/Dolore,2602,2740,1900,8,711,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/3470-16th-St-94114/home/704939,San Francisco MLS,463548,N,Y,37.7646236,-122.4302324
MLS Listing,,Single Family Residential,1263 Stanyan St,San Francisco,CA,94117,2495000,4,2.5,Parnassus/Ashbury Heights,2590,3000,1900,8,963,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1263-Stanyan-St-94117/home/1694055,San Francisco MLS,463260,N,Y,37.7604731,-122.4519845
MLS Listing,,Single Family Residential,795 34th Ave,San Francisco,CA,94121,1350000,2,2.25,Outer Richmond,2195,2060,1925,8,615,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/795-34th-Ave-94121/home/1684431,San Francisco MLS,463451,N,Y,37.7741374,-122.494242
MLS Listing,,Condo/Co-op,333 Main St Unit 7A,San Francisco,CA,94105,1199000,2,2.0,South Beach,1107,,2008,8,1083,912,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/333-Main-St-94105/unit-7A/home/21966972,San Francisco MLS,463540,N,Y,37.7890189,-122.3912082
MLS Listing,,Single Family Residential,67 Arago St,San Francisco,CA,94112,1295000,4,4.0,Mission Terrace,1816,1698,1930,8,713,,Active,October-14-2017 02:00 PM,October-14-2017 04:30 PM,http://www.redfin.com/CA/San-Francisco/67-Arago-St-94112/home/1130880,San Francisco MLS,463364,N,Y,37.7271614,-122.4432667
MLS Listing,,Single Family Residential,659 Mangels Ave,San Francisco,CA,94127,1695000,4,4.0,Sunnyside,,2495,1927,8,,,Active,October-14-2017 02:00 PM,October-14-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/659-Mangels-Ave-94127/home/1612759,San Francisco MLS,463462,N,Y,37.732818,-122.452515
MLS Listing,,Single Family Residential,501 Crescent Ave,San Francisco,CA,94110,750000,2,1.0,Bernal Heights,960,1750,1905,9,781,,Active,,,http://www.redfin.com/CA/San-Francisco/501-Crescent-Ave-94110/home/764857,San Francisco MLS,463531,N,Y,37.7350226,-122.4160712
MLS Listing,,Condo/Co-op,715 Page St,San Francisco,CA,94117,1249000,2,2.0,Hayes Valley,1254,,1912,9,996,470,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/715-Page-St-94117/home/12402527,San Francisco MLS,463527,N,Y,37.772567,-122.432674
MLS Listing,,Single Family Residential,15 Athens St,San Francisco,CA,94112,749000,2,1.0,Excelsior,949,1298,1946,9,789,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/15-Athens-St-94112/home/1232416,San Francisco MLS,463376,N,Y,37.7276968,-122.4236523
MLS Listing,,Multi-Family (2-4 Unit),1848-1850 Green St,San Francisco,CA,94123,4650000,4,,Pacific Heights,7195,40333,2019,9,646,,Active,,,http://www.redfin.com/CA/San-Francisco/1850-Green-St-94123/home/1909379,San Francisco MLS,463515,N,Y,37.7924269,-122.4382307
MLS Listing,,Single Family Residential,168 Concord St,San Francisco,CA,94112,725000,2,1.0,Crocker Amazon,1025,1873,1927,9,707,,Active,,,http://www.redfin.com/CA/San-Francisco/168-Concord-St-94112/home/916549,San Francisco MLS,462935,N,Y,37.7112572,-122.4424994
MLS Listing,,Vacant Land,1098 Valencia St,San Francisco,CA,94110,9990000,,,Mission Dolores,,10113,,9,,,Active,,,http://www.redfin.com/CA/San-Francisco/1098-Valencia-St-94110/home/143986252,San Francisco MLS,463505,N,Y,37.7555324,-122.4212981
MLS Listing,,Condo/Co-op,1451 Shotwell St Unit 1/2,San Francisco,CA,94110,950000,2,1.0,Bernal Heights,,,1900,9,,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1451-Shotwell-St-94110/unit-1-2/home/143985977,San Francisco MLS,463502,N,Y,37.7459142,-122.4148589
MLS Listing,,Condo/Co-op,30 Kent St,San Francisco,CA,94133,849000,1,1.5,Russian Hill,,,1907,9,,375,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/30-Kent-St-94133/home/52208333,San Francisco MLS,463196,N,Y,37.800271,-122.4130483
MLS Listing,,Condo/Co-op,401 Harrison Unit 21G,San Francisco,CA,94105,1025000,1,1.0,South Beach,759,,2014,10,1350,1068,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-21G/home/143983934,San Francisco MLS,463485,N,Y,37.7865463,-122.3920492
MLS Listing,,Condo/Co-op,1236 Willard St,San Francisco,CA,94117,1095000,2,1.25,Parnassus/Ashbury Heights,,,1900,10,,200,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1236-Willard-St-94117/home/108981791,San Francisco MLS,463453,N,Y,37.7656524,-122.4545033
MLS Listing,,Single Family Residential,20 Burr Ave,San Francisco,CA,94134,649000,4,2.5,Visitacion Valley,1728,1372,1963,10,376,154,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/20-Burr-Ave-94134/home/791666,San Francisco MLS,463463,N,Y,37.7098297,-122.4147046
MLS Listing,,Multi-Family (2-4 Unit),3933-3941 Mission St,San Francisco,CA,94112,1275000,4,4.0,Bernal Heights,3098,,1951,11,412,,Active,,,http://www.redfin.com/CA/San-Francisco/3941-Mission-St-94112/home/1828956,San Francisco MLS,463448,N,Y,37.7345829,-122.4251609
MLS Listing,,Single Family Residential,621 Shields St,SAN FRANCISCO,CA,94132,850000,2,1.0,SAN FRANCISCO,1000,2500,1941,11,850,,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/621-Shields-St-94132/home/828756,MLSListings,ML81680092,N,Y,37.7177562,-122.4684677
MLS Listing,,Condo/Co-op,74 New Montgomery St #613,San Francisco,CA,94105,799000,1,1.0,Yerba Buena,,,1914,11,,804,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-613/home/17305969,San Francisco MLS,463441,N,Y,37.7876853,-122.4010321
MLS Listing,,Multi-Family (2-4 Unit),2343 19th Ave,San Francisco,CA,94116,1390000,5,2.0,Parkside,2175,3000,1924,11,639,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2343-19th-Ave-94116/home/113844008,San Francisco MLS,463435,N,Y,37.7440847,-122.4760203
MLS Listing,,Condo/Co-op,887 Hayes St,San Francisco,CA,94117,789000,1,1.0,Alamo Square,855,,1890,11,923,160,Active,,,http://www.redfin.com/CA/San-Francisco/887-Hayes-St-94117/home/40142326,San Francisco MLS,463434,N,Y,37.775686,-122.43085
MLS Listing,,Single Family Residential,111 Gates St,San Francisco,CA,94110,995000,3,2.0,Bernal Heights,1207,1746,1964,11,824,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/111-Gates-St-94110/home/1264746,San Francisco MLS,463432,N,Y,37.7411589,-122.4137463
MLS Listing,,Condo/Co-op,1450 Post St #1005,SAN FRANCISCO,CA,94109,260000,1,1.0,SAN FRANCISCO,535,26443,1992,11,486,306,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-1005/home/572806,MLSListings,ML81680062,N,Y,37.7863607,-122.4258197
MLS Listing,,Condo/Co-op,25 Sierra St #304,San Francisco,CA,94107,1349000,2,2.5,Potrero Hill,2047,,2006,11,659,763,Active,,,http://www.redfin.com/CA/San-Francisco/25-Sierra-St-94107/unit-304/home/12402350,San Francisco MLS,463430,N,Y,37.7582115,-122.3954971
MLS Listing,,Single Family Residential,2168 17th Ave,San Francisco,CA,94116,1888000,7,5.0,Inner Parkside,3010,3600,1925,11,627,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2168-17th-Ave-94116/home/1693508,San Francisco MLS,463429,N,Y,37.747513,-122.4735947
MLS Listing,,Single Family Residential,3973-3975 Clay St,San Francisco,CA,94118,4895000,8,4.25,Presidio Heights,5040,3209,1911,11,971,,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/3975-Clay-St-94118/home/589043,San Francisco MLS,463428,N,Y,37.7873845,-122.4586713
MLS Listing,,Condo/Co-op,2100 Green St #404,San Francisco,CA,94123,2995000,2,2.0,Pacific Heights,,,1927,11,,1211,Active,,,http://www.redfin.com/CA/San-Francisco/2100-Green-St-94123/unit-404/home/12400995,San Francisco MLS,463373,N,Y,37.7965625,-122.4339368
MLS Listing,,Condo/Co-op,2274 Bay St,San Francisco,CA,94123,1990000,2,2.0,Marina,,,1935,11,,285,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2274-Bay-St-94123/home/1252481,San Francisco MLS,463412,N,Y,37.801855,-122.4444877
MLS Listing,,Condo/Co-op,1915 Stockton St,San Francisco,CA,94133,2295000,3,2.0,Telegraph Hill,1515,,1906,11,1515,,Active,,,http://www.redfin.com/CA/San-Francisco/1915-Stockton-St-94133/home/113600953,San Francisco MLS,463426,N,Y,37.803497,-122.410067
MLS Listing,,Multi-Family (5+ Unit),101 Balboa #113,San Francisco,CA,94118,2195000,8,,Inner Richmond,6325,2374,1906,11,347,,Active,,,http://www.redfin.com/CA/San-Francisco/101-Balboa-St-94118/unit-113/home/143972049,San Francisco MLS,463424,N,Y,37.777258,-122.4601257
MLS Listing,,Condo/Co-op,2145 Jackson St,San Francisco,CA,94115,2400000,3,3.0,Pacific Heights,2100,,,11,1143,350,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2145-Jackson-St-94115/home/564539,San Francisco MLS,463423,N,Y,37.792737,-122.430313
MLS Listing,,Condo/Co-op,103 12th Ave,San Francisco,CA,94118,899000,1,1.0,Lake,1109,,1911,11,811,219,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/103-12th-Ave-94118/home/1732227,San Francisco MLS,463148,N,Y,37.7861393,-122.4712018
MLS Listing,,Condo/Co-op,725 Tehama St #1,San Francisco,CA,94103,1150000,1,2.0,South of Market,1324,,2000,11,869,350,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/725-Tehama-St-94103/unit-1/home/12396881,San Francisco MLS,463422,N,Y,37.7752814,-122.4114484
MLS Listing,,Multi-Family (5+ Unit),240 St Josephs Ave,San Francisco,CA,94115,7188888,26,,Anza Vista,10433,5998,1963,11,689,,Active,,,http://www.redfin.com/CA/San-Francisco/240-Saint-Joseph-s-Ave-94115/home/1217770,San Francisco MLS,463272,N,Y,37.7817869,-122.4413233
MLS Listing,,Multi-Family (5+ Unit),1600 Larkin St,San Francisco,CA,94109,6988000,17,,Nob Hill,9090,3545,1964,11,769,,Active,,,http://www.redfin.com/CA/San-Francisco/1600-Larkin-St-94109/home/1425320,San Francisco MLS,463417,N,Y,37.792747,-122.419137
MLS Listing,,Condo/Co-op,690 Market St #504,San Francisco,CA,94104,1750000,2,2.5,Financial District,1695,,,11,1032,2842,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-504/home/21967262,San Francisco MLS,463414,N,Y,37.7883046,-122.4032778
MLS Listing,,Condo/Co-op,690 Market St #203,San Francisco,CA,94104,1249000,1,1.5,Financial District,1320,,,11,946,2762,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-203/home/21967162,San Francisco MLS,463413,N,Y,37.7883046,-122.4032778
MLS Listing,,Multi-Family (2-4 Unit),127 Corbett Ave,San Francisco,CA,94114,1895000,3,3.5,Corona Heights,1800,1733,1937,11,1053,,Active,October-14-2017 01:00 PM,October-14-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/127-Corbett-Ave-94114/home/672303,San Francisco MLS,463274,N,Y,37.7615407,-122.4408925
MLS Listing,,Multi-Family (2-4 Unit),584-586 Mississippi St,San Francisco,CA,94107,1500000,,,Potrero Hill,1800,2495,1927,12,833,,Active,,,http://www.redfin.com/CA/San-Francisco/586-Mississippi-St-94107/home/113654811,San Francisco MLS,463407,N,Y,37.759006,-122.3944644
MLS Listing,,Condo/Co-op,1235 McAllister #112,San Francisco,CA,94115,588000,1,1.0,Western Addition,660,,2000,12,891,340,Active,October-28-2017 01:00 PM,October-28-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1235-McAllister-St-94115/unit-112/home/2035924,San Francisco MLS,462990,N,Y,37.778246,-122.4326219
MLS Listing,,Condo/Co-op,77 Dow Pl #506,San Francisco,CA,94107,959000,1,1.5,Yerba Buena,1254,,2002,13,765,778,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/77-Dow-Pl-94107/unit-506/home/1187024,San Francisco MLS,463387,N,Y,37.784208,-122.3967439
MLS Listing,,Single Family Residential,625 Avalon Ave,San Francisco,CA,94112,825000,3,1.0,Excelsior,1205,2500,1955,13,685,,Active,,,http://www.redfin.com/CA/San-Francisco/625-Avalon-Ave-94112/home/1327693,San Francisco MLS,463392,N,Y,37.7254429,-122.4271911
MLS Listing,,Condo/Co-op,1695 18th St #304,San Francisco,CA,94107,690000,1,1.5,Potrero Hill,715,,1996,13,965,318,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1695-18th-St-94107/unit-304/home/1487433,San Francisco MLS,463388,N,Y,37.7620832,-122.3990138
MLS Listing,,Single Family Residential,538 28th St,San Francisco,CA,94131,5650000,5,5.0,Noe Valley,4785,2848,1910,13,1181,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/538-28th-St-94131/home/804000,San Francisco MLS,463280,N,Y,37.74509,-122.434297
MLS Listing,,Single Family Residential,178 Denslowe Dr,San Francisco,CA,94132,1950000,3,2.0,Lakeside,1756,3855,1942,13,1110,,Active,,,http://www.redfin.com/CA/San-Francisco/178-Denslowe-Dr-94132/home/836173,San Francisco MLS,462893,N,Y,37.7216719,-122.4747501
MLS Listing,,Single Family Residential,42 Caine Ave,San Francisco,CA,94112,525000,2,1.0,Ingleside,770,2495,1911,14,682,,Active,,,http://www.redfin.com/CA/San-Francisco/42-Caine-Ave-94112/home/823821,San Francisco MLS,463384,N,Y,37.7175865,-122.450598
MLS Listing,,Condo/Co-op,3062 Market St,San Francisco,CA,94114,1049000,2,1.0,Corona Heights,,,1890,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/3062-Market-St-94114/home/1678295,San Francisco MLS,463367,N,Y,37.7612477,-122.442584
MLS Listing,,Condo/Co-op,3062 Market St Unit A,San Francisco,CA,94114,549000,1,1.0,Corona Heights,,,1890,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/3062-Market-St-94114/unit-A/home/143943211,San Francisco MLS,463370,N,Y,37.7612477,-122.442584
MLS Listing,,Condo/Co-op,3038 Steiner St,San Francisco,CA,94123,2880000,3,2.0,Cow Hollow,,,1915,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/3038-Steiner-St-94123/home/1632754,San Francisco MLS,463353,N,Y,37.797481,-122.436984
MLS Listing,,Condo/Co-op,1591 Jackson St #18,San Francisco,CA,94109,795000,1,1.0,Nob Hill,907,,1986,14,877,606,Active,,,http://www.redfin.com/CA/San-Francisco/1591-Jackson-St-94109/unit-18/home/17059079,San Francisco MLS,463332,N,Y,37.7939575,-122.4210895
MLS Listing,,Condo/Co-op,3823 Clay St,San Francisco,CA,94118,1750000,3,2.0,Presidio Heights,1700,,1904,14,1029,256,Active,,,http://www.redfin.com/CA/San-Francisco/3823-Clay-St-94118/home/970317,San Francisco MLS,463354,N,Y,37.78773,-122.455826
MLS Listing,,Townhouse,733 Filbert St #3,San Francisco,CA,94133,1195000,2,2.0,North Beach,1168,,1993,14,1023,550,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/733-Filbert-St-94133/unit-3/home/1998730,San Francisco MLS,463324,N,Y,37.8008919,-122.4119691
MLS Listing,,Condo/Co-op,601 4th St #310,San Francisco,CA,94107,1150000,1,1.0,South Beach,1229,,1916,14,936,520,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/601-4th-St-94107/unit-310/home/12396135,San Francisco MLS,463248,N,Y,37.7782095,-122.3958387
MLS Listing,,Single Family Residential,107 De Soto St,San Francisco,CA,94127,2495000,6,4.5,Ingleside Terrace,3417,5959,1925,14,730,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/107-De-Soto-St-94127/home/1728597,San Francisco MLS,463024,N,Y,37.7235812,-122.4658026
MLS Listing,,Condo/Co-op,50 Lucerne St #6,San Francisco,CA,94103,1159000,2,2.0,South of Market,1657,,1995,14,699,518,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/50-Lucerne-St-94103/unit-6/home/1879146,San Francisco MLS,463233,N,Y,37.7733436,-122.4015372
MLS Listing,,Condo/Co-op,1701 Pierce St #3,San Francisco,CA,94115,1395000,2,2.0,Lower Pacific Height,1491,,1996,14,936,300,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1701-Pierce-St-94115/unit-3/home/1859164,San Francisco MLS,463351,N,Y,37.7858315,-122.4367748
MLS Listing,,Condo/Co-op,2655 Bush St #301,San Francisco,CA,94115,1795000,3,2.0,Lower Pacific Height,1600,,2017,14,1122,951,Active,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-301/home/104434829,San Francisco MLS,463355,N,Y,37.7858334,-122.4406677
MLS Listing,,Condo/Co-op,55 Dolores St #4,San Francisco,CA,94103,1295000,2,1.5,Mission Dolores,,,,14,,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/55-Dolores-St-94103/unit-4/home/143940488,San Francisco MLS,463236,N,Y,37.7684009,-122.4265406
MLS Listing,,Single Family Residential,468 Valley St,San Francisco,CA,94131,1299000,1,1.0,Noe Valley,1175,2848,1910,14,1106,,Active,,,http://www.redfin.com/CA/San-Francisco/468-Valley-St-94131/home/1105055,San Francisco MLS,463345,N,Y,37.744382,-122.432695
MLS Listing,,Single Family Residential,2230 Green St,San Francisco,CA,94123,11550000,6,5.0,Pacific Heights,6400,,1910,14,1805,,Active,,,http://www.redfin.com/CA/San-Francisco/2230-Green-St-94123/home/561339,San Francisco MLS,462554,N,Y,37.7963639,-122.435937
MLS Listing,,Condo/Co-op,1200 California Unit 5D,San Francisco,CA,94109,2195000,2,2.0,Nob Hill,1850,,1962,14,1186,2249,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-5D/home/12400720,San Francisco MLS,463348,N,Y,37.791656,-122.4145259
MLS Listing,,Condo/Co-op,2079 Golden Gate Ave,San Francisco,CA,94117,1195000,2,2.0,North Panhandle,1665,,1900,14,718,350,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2079-Golden-Gate-Ave-94115/home/110051762,San Francisco MLS,463346,N,Y,37.7777339,-122.4447062
MLS Listing,,Condo/Co-op,425 1st St #1305,San Francisco,CA,94105,875000,1,1.0,South Beach,710,,2008,14,1232,918,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-1305/home/17305689,San Francisco MLS,463247,N,Y,37.7861411,-122.392459
MLS Listing,,Condo/Co-op,601 Van Ness Ave #802,San Francisco,CA,94102,659000,1,1.0,Van Ness/Civic Center,676,,1982,14,975,777,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-802/home/951854,San Francisco MLS,462607,N,Y,37.7811165,-122.4213309
MLS Listing,,Single Family Residential,1615 Church St,San Francisco,CA,94131,1549000,2,1.0,Noe Valley,1225,2500,1905,14,1264,,Active,,,http://www.redfin.com/CA/San-Francisco/1615-Church-St-94131/home/1142152,San Francisco MLS,463335,N,Y,37.744779,-122.426456
MLS Listing,,Multi-Family (5+ Unit),824 Hyde St,San Francisco,CA,94109,3395000,8,,Downtown,7480,2813,,14,454,,Active,,,http://www.redfin.com/CA/San-Francisco/824-Hyde-St-94109/home/1919780,San Francisco MLS,463331,N,Y,37.788579,-122.416592
MLS Listing,,Condo/Co-op,808 Haight St,San Francisco,CA,94117,1295000,3,2.0,Hayes Valley,1515,,1895,14,855,433,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/808-Haight-St-94117/home/52059320,San Francisco MLS,463097,N,Y,37.771658,-122.435662
MLS Listing,,Single Family Residential,3643 20th St,San Francisco,CA,94110,1595000,2,1.0,Eureka Valley/Dolore,1250,2874,1900,14,1276,,Active,,,http://www.redfin.com/CA/San-Francisco/3643-20th-St-94110/home/1848758,San Francisco MLS,463323,N,Y,37.758197,-122.422245
MLS Listing,,Condo/Co-op,451 Kansas St #526,San Francisco,CA,94107,1195000,2,2.0,Potrero Hill,972,,2007,14,1229,555,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-000526/home/22895387,San Francisco MLS,462150,N,Y,37.7638443,-122.4029888
MLS Listing,,Condo/Co-op,325 China Basin St #205,San Francisco,CA,94158,1199000,2,2.0,Mission Bay,1313,,2008,14,913,877,Active,,,http://www.redfin.com/CA/San-Francisco/325-China-Basin-St-94158/unit-205/home/21966143,San Francisco MLS,463329,N,Y,37.7719368,-122.3874363
MLS Listing,,Single Family Residential,16 Sea Cliff Ave,San Francisco,CA,94121,5500000,4,4.5,Sea Cliff,4050,6926,1916,14,1358,,Active,,,http://www.redfin.com/CA/San-Francisco/16-Sea-Cliff-Ave-94121/home/604248,San Francisco MLS,463220,N,Y,37.7891321,-122.4849727
